Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
21027,30,5233,62,14503,141
25427,48,3507,194,7026,39
13299,25,8781,137,13692,442
17628,26,6891,342,9650,298
19136,29,1350,494,13234,376
8078,31,5815,166,11216,246
11617,49,4366,490,14615,258
9703,30,4245,331,5836,260
17217,48,8155,362,11637,140
17876,41,4436,235,10459,402
4778,47,8270,408,6905,462
29206,41,3783,265,13242,389
17262,32,6763,378,6670,246
4788,16,3555,482,14699,29
29390,30,2792,380,8806,499
6105,33,4556,218,9971,478
17184,42,2286,105,10419,209
7488,47,4856,355,14555,80
20290,27,5265,485,14355,238
9877,34,7765,441,4434,213
28245,42,1914,86,10184,486
14316,47,7424,463,13903,463
28629,39,5628,379,4432,353
2723,10,8580,414,4683,415
10735,28,7870,489,14742,140
12450,13,3944,321,4334,275
11605,14,6238,267,8989,53
16546,13,4916,54,5197,57
14642,13,5873,276,13515,420
10458,36,7789,98,13715,174
25533,31,7719,266,8164,358
5661,18,6880,107,5463,5
9295,26,9030,340,5314,278
17385,39,5479,239,12717,300
7013,17,7100,181,12577,454
5436,39,7035,284,10332,304
21642,28,8049,305,5408,261
3652,44,9830,264,11215,319
7671,27,7132,238,10457,478
24743,27,7360,205,11813,148
15789,21,3151,345,11402,270
16296,17,9103,187,13695,41
6548,17,3809,93,7282,93
27023,26,8080,142,12829,229
26574,37,2928,416,9181,229
16545,27,4816,416,9243,332
7734,23,8736,93,4571,207
16660,38,3668,114,9225,213
2926,40,9056,476,13526,206
8733,16,7837,250,4678,261
10167,14,9709,264,14809,247
28057,26,7080,442,14164,444
16241,31,1979,353,5816,456
24712,34,3362,498,14544,37
13395,34,6225,237,10914,210
18381,15,3879,281,8222,42
9321,14,2184,458,5221,118
16651,41,3411,396,11106,306
23878,38,4414,186,6537,257
17022,22,5650,78,4062,61
2518,10,4111,333,11477,78
15855,38,5401,461,6307,423
26757,23,1064,430,4105,339
15190,25,5376,107,8827,27
8382,22,1641,351,11751,364
22210,41,8059,207,4156,357
29133,21,7361,418,12247,210
2445,14,4082,355,5350,385
25916,36,1187,248,11203,231
4213,14,3715,214,10368,129
11964,41,6067,66,11672,426
28888,31,1409,334,5788,157
20098,31,9070,309,4221,415
11097,18,8790,378,8609,222
25113,41,2012,471,8145,402
25206,49,9279,359,7602,388
29319,14,3839,496,12087,267
26369,43,8665,272,10255,429
14821,13,3289,258,6667,381
21493,33,3912,295,6450,179
22095,28,1470,117,6818,197
3597,20,5067,129,9853,109
16932,10,2948,459,7817,183
10552,38,8455,73,10229,146
13462,22,8005,94,13476,310
21792,35,1513,194,6420,123
22790,38,2155,208,9701,281
27558,26,5535,98,10259,365
3606,18,8599,68,14597,171
11567,48,2172,147,13170,407
21995,43,9761,275,8718,22
6949,44,8385,431,14484,198
8440,46,1007,345,6541,438
13860,45,8534,104,7154,409
29703,44,3632,67,10000,123
16429,20,2588,370,11149,137
7437,49,6240,262,14872,138
11113,12,6852,161,4282,204
23405,22,2201,128,4903,439
11305,20,7710,274,6108,464
25767,45,2644,278,7568,479
17513,25,7954,348,4129,22
4825,16,4530,231,14337,75
14527,43,3244,291,10143,475
20574,16,3896,475,4778,31
3423,30,5035,324,13512,324
25242,17,9806,279,8319,29
18442,23,4439,103,12066,142
2101,27,3136,79,8508,265
12177,33,1785,426,10122,137
19596,46,3186,286,8197,355
4146,46,5566,279,8677,265
2751,17,4973,424,10520,234
27258,26,8970,140,13374,420
20825,33,2342,358,12958,114
24863,25,3864,393,6800,180
4519,34,7801,215,6092,423
9376,37,9776,185,6531,448
6660,45,4794,57,8927,52
16403,17,9969,171,4254,294
3668,32,9243,406,6225,352
23174,11,3492,150,12526,309
26925,33,9857,138,4491,167
23244,23,4777,433,6109,373
18128,21,8104,293,8426,483
21028,40,6169,56,10909,377
8240,24,5048,295,9532,496
16869,21,2321,168,6309,375
7427,30,9866,499,8384,66
12448,20,7140,230,11637,492
26224,26,8805,370,14622,429
28699,49,1110,370,7095,415
7494,21,4989,404,5580,275
5844,23,7273,485,13411,92
8465,23,8526,68,12979,123
18561,37,3653,144,8707,355
11664,17,1567,225,10520,493
9325,20,7184,212,4759,262
24206,31,9212,262,7807,350
18580,44,4238,225,8264,326
25592,43,9188,499,8659,245
2051,28,2924,264,7058,231
10952,30,5824,102,5118,56
9419,24,5419,143,9620,392
21826,45,3332,465,13889,439
8641,45,7756,358,4090,168
15060,29,7940,171,6837,276
4544,31,6831,58,11971,196
8078,23,8577,190,4137,454
9362,29,4587,178,7656,354
21784,27,8905,467,8011,101
5763,16,6643,489,14358,156
18587,24,8759,153,7165,315
2724,47,2619,145,11678,113
27546,43,6349,73,10807,491
23018,10,5868,171,13926,37
22971,18,8117,271,13248,395
18815,40,7292,472,5531,85
8786,40,4707,334,7256,443
25889,47,8911,80,12623,255
28980,27,8538,356,6770,340
19081,39,4069,196,5757,462
9503,29,9928,62,12300,471
28867,18,5541,59,7613,427
19852,24,3992,142,4329,222
16769,43,1564,399,9738,417
27972,12,6839,410,10107,254
21259,38,5109,415,6471,400
10294,22,5128,408,14939,115
20650,11,4370,248,11489,235
23027,32,5218,345,4209,209
6280,24,1500,369,14278,404
22315,34,6254,442,10795,272
23584,31,3687,60,10601,389
15822,23,8674,181,10519,67
7391,19,9326,195,11924,94
9082,16,1989,73,12435,306
23212,10,4061,299,9314,207
22794,22,6803,253,6597,221
29648,43,2590,309,13687,171
8897,23,5088,400,14021,75
18254,43,3544,246,13410,441
25326,45,3050,233,12262,17
29107,26,7415,493,10705,10
7611,29,2420,251,5964,229
13429,39,7073,358,9880,101
16015,33,4463,465,7190,321
2592,27,2478,347,13138,156
18071,28,3644,124,9770,466
7128,33,9632,158,7395,77
13036,42,7436,185,9496,393
8826,28,4559,428,11789,413
6000,25,2464,421,13849,13
21580,24,2587,188,10945,15
14419,11,2244,171,4270,287
2453,33,4859,115,12050,133
17775,21,6053,390,8468,382
14372,42,8874,55,8260,19
16922,26,5170,196,10171,457
13667,33,3885,82,8893,152
24320,19,8247,94,10491,139
9423,10,8148,148,8724,389
10078,21,6693,475,4210,372
18799,21,4188,248,8150,396
23417,23,9702,401,9622,353
7890,44,1979,281,14873,298
2844,11,1418,473,11755,339
29354,38,2695,450,4127,375
20618,21,8541,420,14995,187
14771,10,7954,195,7431,422
18744,31,4884,486,14988,357
14537,19,5640,380,10188,209
21028,30,6909,110,13184,95
19754,49,8662,140,10153,164
17407,45,1726,256,4816,416
3264,48,6293,449,7568,62
14641,31,9865,136,4775,330
24900,12,6021,296,9974,407
29542,28,3562,495,5692,238
19930,39,9223,406,12068,371
19813,29,9893,243,4578,61
29581,16,7118,495,12112,76
18504,11,6237,481,13034,123
29022,26,8798,81,5748,355
4493,12,4559,205,11087,86
24759,38,9067,358,11673,33
26888,12,4791,360,9710,285
20664,14,4431,484,4431,475
11394,41,2333,248,8205,149
13407,49,9221,379,5133,472
11315,30,6380,147,12854,411
19768,47,3504,134,14049,430
28509,31,9764,94,7266,378
14530,15,9384,188,13078,395
5819,44,6650,227,5883,17
18118,11,7419,198,9044,167
23458,49,4090,432,4943,430
12528,17,4886,323,14624,60
17911,32,4835,215,6948,255
8248,27,9161,428,10488,338
10171,30,2689,432,5497,79
25020,22,5445,448,8263,114
6625,29,1067,350,13914,364
16996,35,6122,271,11731,155
15982,40,1998,406,6172,270
7516,19,9629,183,8655,332
21988,17,8858,414,11424,323
21888,42,5002,314,11825,92
8526,10,8808,226,12999,8
18724,17,8106,427,7739,449
4294,38,5457,209,12753,370
13156,20,3362,99,7844,250
10033,20,6531,302,12852,214
29976,35,6557,182,10511,463
10779,39,3164,499,13896,52
15579,31,4451,387,7819,307
28773,22,5664,485,11774,489
11440,11,3264,79,12453,233
21805,35,6936,389,8744,15
4060,45,6413,199,4390,8
6751,30,2613,442,6226,98
29137,24,1163,440,13671,341
22252,43,2601,65,10942,213
16555,35,8328,344,14088,21
9424,20,2748,391,14630,259
7658,18,9775,428,14178,252
6448,40,2779,345,10610,182
24999,41,2715,151,7196,112
8012,42,8376,440,11891,24
2896,21,3394,461,10394,57
5819,23,2042,170,5557,230
11695,32,2949,87,7804,213
21634,14,2564,71,4620,87
4352,20,6403,88,9279,159
29971,12,8052,459,10598,78
5205,19,9348,377,14940,134
14367,49,2516,76,14100,275
2851,43,9104,453,6291,92
23592,40,1548,441,4401,390
9100,30,3478,336,4293,326
19563,38,6212,194,9776,330
24643,44,5027,192,8364,200
20453,29,1497,240,9646,191
27614,30,2325,293,9960,28
15704,23,9659,82,6899,53
22693,10,5647,462,12927,227
15539,22,3324,498,10657,483
12714,12,4626,100,11883,381
21510,25,9783,267,11239,475
8632,40,4227,53,6276,396
21153,47,4257,373,14872,79
11683,44,3619,112,7745,293
14011,49,1319,260,9204,200
3063,34,8789,398,7235,245
17755,38,4754,262,6600,368
24782,13,9571,201,13409,472
25342,29,4915,470,9938,171
3006,20,9115,256,5535,347
19351,40,1056,190,6156,225
13762,33,1247,169,5528,258
4197,40,4011,287,10837,386
29374,13,3682,439,5097,481
27271,25,4553,308,5331,404
8075,37,3255,215,7349,474
27133,18,8152,403,13130,131
2449,36,8196,65,12564,411
18520,26,2027,385,10135,326
24810,13,5496,83,14881,191
27358,48,8800,435,13237,92
6005,44,4632,178,5400,459
7196,40,8812,112,11199,116
17960,44,5643,390,7291,360
8800,42,7850,474,14649,48
28000,13,5358,255,8814,298
28111,46,9253,359,14679,231
9174,24,3869,478,13754,223
6639,36,9350,209,4082,379
16090,13,2783,401,8784,272
14538,16,6062,216,6114,13
17727,20,7880,433,7323,14
12399,40,3724,79,8990,252
19662,31,6332,268,11779,417
3928,43,6266,425,12005,339
29728,22,7439,420,5520,452
21035,42,9788,457,9239,278
8047,16,1951,447,6733,189
7577,48,6351,324,12335,482
2450,21,5658,425,14591,467
20428,35,5972,290,11486,331
24134,17,9307,427,12910,101
21702,43,2578,402,12127,347
8389,37,9840,134,14039,471
25782,24,3127,399,4464,374
2733,26,6106,343,14892,30
3294,26,4875,92,12787,414
6090,31,4360,304,10439,450
28735,40,7708,356,10432,75
24749,19,6090,448,7683,386
24948,28,3407,375,12685,267
18519,34,2732,459,11226,277
28263,24,9329,168,6823,443
27558,41,5785,479,9838,81
27671,46,1032,159,9020,160
9203,17,2248,94,10226,411
11173,22,5592,220,6388,121
15619,30,9020,393,5953,405
19512,40,8402,73,11112,289
20887,43,7191,83,8852,478
19491,12,6756,138,11878,464
26485,42,8619,375,13227,239
9665,33,2239,294,14257,245
4918,14,9811,52,14684,335
11661,28,2668,161,10854,215
6532,36,6918,427,13183,254
22212,35,2764,80,8715,437
13688,15,2358,472,14384,50
25264,44,7396,433,7242,165
23600,44,8362,258,5920,137
8856,14,9584,347,13347,143
17198,15,6961,321,11907,33
18285,36,1522,62,4290,445
13170,49,6703,81,12321,171
24062,21,2338,175,10816,213
26135,45,3585,195,14698,108
25115,28,1727,356,9492,130
21410,20,4380,158,6415,51
18676,45,9143,278,10967,223
16272,38,5355,117,5856,293
2562,29,5401,136,13989,267
7923,24,2636,180,14221,299
21988,12,2599,292,14440,175
13848,45,4803,254,13084,17
3022,14,9530,169,8594,328
15504,33,3624,164,12908,256
9925,49,5432,345,5310,11
11643,31,5235,425,4657,98
3693,28,5471,383,9507,457
18396,16,5970,64,9511,400
28935,13,1687,493,13924,195
4017,13,4860,172,4406,69
15844,16,6936,139,6441,313
4552,24,8914,412,14376,344
28355,11,7547,299,4836,140
18093,13,9528,340,14624,177
10444,37,7322,63,12258,252
25118,13,9506,434,9586,241
29973,35,6746,300,14508,197
9453,40,4498,478,4098,486
25213,16,2290,290,9900,126
12351,36,6057,189,5376,302
29559,25,2214,80,14231,70
5179,38,5951,103,9657,431
10520,30,6978,297,5820,425
11253,14,7999,205,10099,260
20452,43,3340,311,7756,174
29340,13,7306,458,9966,13
16860,49,4462,74,11398,215
16856,12,3218,356,13974,483
20497,37,2052,50,10040,248
6078,44,2329,239,4515,441
10289,24,7945,454,12188,243
5002,10,1262,403,5449,199
13640,26,1154,262,12754,177
2191,43,2078,245,14339,229
19423,47,3893,460,9370,51
14302,11,5996,90,10571,234
9471,22,7440,391,14399,389
15520,17,8009,267,14754,185
4930,17,3811,387,11767,395
10752,27,4979,487,10343,391
2332,34,2917,305,8783,437
17503,25,6914,455,11975,334
22707,12,6909,366,12567,331
10258,41,6268,153,9672,56
11344,33,7242,353,6890,317
4978,47,3462,171,14021,289
10426,16,3913,464,9842,193
11931,41,5860,479,9772,205
12233,24,6790,298,10726,31
6146,14,3264,332,13721,171
8889,22,7030,428,8796,119
3597,17,8914,167,4870,212
2324,24,2116,381,6104,420
9885,44,3596,255,6508,307
16534,19,2422,67,7598,221
11060,12,3288,394,6289,194
11054,19,3621,257,9208,391
12377,13,6231,140,12333,274
26064,24,7431,280,4723,89
25436,24,8934,85,14288,13
7721,30,5303,368,4867,438
24451,16,8844,55,10121,207
23571,36,6748,219,7635,164
14523,38,4646,148,4329,332
2735,41,5897,294,13593,360
13241,19,3640,367,12906,75
21640,37,4179,423,11705,317
16578,31,6519,184,9051,374
25928,33,1371,121,13059,493
2725,22,5312,95,12927,470
27841,29,6080,110,7252,183
17463,38,2611,272,11400,223
19141,29,7662,309,7473,121
16700,29,6990,191,12497,67
12671,25,7122,208,12452,493
18937,23,1110,397,9784,124
17793,14,7040,238,6487,106
12552,27,9540,446,5779,408
6364,12,7228,389,4292,158
17532,14,3537,253,6651,102
24533,18,1228,284,8865,15
12323,33,2674,172,9885,40
27909,19,3509,84,12623,45
15225,20,6045,117,5014,67
4319,47,9934,276,4728,59
17542,25,1539,300,10041,262
12352,33,9504,266,7421,13
19040,32,2096,325,11420,403
4334,42,5766,198,9919,39
11469,17,7408,444,14170,400
25152,46,8375,368,9019,41
13194,24,6719,267,8355,267
15914,16,6825,334,7355,323
9691,34,4426,416,11042,40
15154,44,7771,341,4792,383
14084,23,2451,286,10693,154
18521,19,2270,370,10701,35
4794,14,9944,280,6083,215
21767,42,4567,456,4397,71
9796,30,2037,318,11770,246
17312,39,2779,327,11410,56
18515,35,4659,96,9030,236
22503,23,3282,183,11130,7
13072,38,9014,411,12450,278
26852,44,2762,388,4192,104
22533,18,3909,192,7454,226
14911,18,4763,420,10883,66
7188,26,9784,267,9720,346
18872,39,3817,429,7629,347
14896,19,2612,274,14231,366
18738,27,9111,338,7207,246
10388,38,6845,478,12581,108
12056,48,9966,343,12905,162
7201,30,2534,162,13472,93
19982,11,2914,350,13539,214
18713,27,7740,407,11288,221
13247,39,6437,84,9094,125
23099,47,5766,281,13804,246
27660,40,8319,186,5129,228
10697,10,3921,309,11784,295
11563,25,8220,226,8616,323
11937,22,5248,417,13702,244
3550,13,6868,167,10744,433
24546,14,7076,317,11085,328
9217,17,1442,145,13516,387
15462,23,7611,442,13410,363
2848,25,9708,191,10737,424
3120,27,9402,147,10655,490
12631,23,9331,479,14499,218
18666,49,6782,281,10680,359
12279,17,2417,115,14709,89
18275,34,6917,73,4243,211
19525,45,4267,155,13976,261
17695,17,9285,99,11070,158
12057,19,4910,84,7600,372
3553,38,4953,67,9072,466
8320,21,7527,126,14509,196
18783,48,4233,341,8589,375
15269,43,7685,156,4820,255
18791,22,2128,177,11550,97
12853,16,7303,305,7688,296
11871,38,9963,101,11927,19
10827,10,1399,342,6830,213
23924,40,4828,138,7964,490
25850,19,7187,50,5085,64
2589,15,6109,296,6119,59
4650,39,1286,335,4851,6
11522,25,7391,321,8802,253
24302,25,3890,321,7239,161
18148,20,4580,426,6535,131
23033,44,1530,445,14202,292
8424,27,5659,102,5178,54
18974,29,4925,382,6761,431
6345,25,3265,365,12429,393
25024,14,2840,200,8277,359
21866,14,2268,282,6272,137
13967,13,4119,202,4071,414
5794,27,7872,423,6333,260
24661,38,1098,459,10855,120
14692,18,4096,127,6581,79
9004,17,6722,222,9174,96
26870,18,7478,403,13315,170
4311,36,4278,208,8978,83
3674,33,4715,150,8136,328
26346,31,8770,243,5846,72
29628,16,3005,274,12166,151
18725,14,4375,320,6892,306
15073,45,4903,499,11945,428
9195,12,3291,265,11225,105
6394,13,9458,95,10994,435
19328,46,5867,103,11951,392
22906,20,1819,156,5574,62
22068,16,1975,113,8545,25
11086,28,4693,205,11295,89
7004,23,9981,205,11613,47
3299,38,5176,187,10266,337
16238,21,2765,70,8424,163
8234,17,2434,126,10872,365
9465,43,1084,217,5962,457
10100,41,6608,288,13915,188
23512,16,5250,260,6279,110
7674,17,7051,324,5565,411
22706,49,3678,67,12275,319
4499,40,7730,355,14226,380
22481,10,3234,326,7611,120
26836,36,8267,296,11489,184
8623,32,2500,232,4048,57
13316,16,2162,216,6954,396
3511,12,4977,396,4099,423
12165,41,7059,428,14079,206
28034,22,6744,475,9707,159
6050,22,6196,280,11173,295
23272,30,5584,470,8068,22
21423,32,1208,358,12710,329
14240,16,9517,319,5487,36
19207,46,1414,409,4610,316
27136,43,4856,493,10302,237
23178,18,5922,208,5657,270
27085,38,1438,277,8627,264
24573,20,1883,171,12747,259
28141,47,9219,485,10816,114
12524,11,9019,132,8105,191
5739,15,5885,78,6816,341
13299,39,3327,104,4043,266
14632,15,7490,226,4687,114
21829,34,4900,68,8905,497
6645,12,2080,82,4774,61
17663,42,4432,487,8052,92
8174,40,2745,72,7261,262
26480,35,4903,173,4672,149
9058,10,5263,142,6507,355
20038,13,1837,320,4627,102
17021,46,7822,197,8254,421
20555,29,3645,135,8574,343
25696,11,3514,216,14528,355
19490,44,2889,203,9781,336
3898,14,5118,248,10630,29
12302,13,9205,116,9597,407
13595,24,7947,254,14096,409
24690,34,4547,437,13757,180
9611,47,6822,331,8095,401
28553,14,1745,138,8509,437
6383,37,9423,430,5366,92
22623,43,4348,290,6933,178
18715,23,8203,419,8276,194
19140,11,5526,423,10328,122
11363,42,5363,168,8605,347
27293,20,6362,345,13626,113
19039,40,1992,50,7521,367
16427,37,8258,73,11296,287
4339,42,3823,147,11015,307
14315,48,9807,144,4208,172
6251,39,2032,278,13439,35
29354,31,4051,332,8336,214
22047,22,5524,411,7449,389
11132,12,7567,363,6499,329
16323,35,3616,225,6318,13
12904,12,6316,199,9727,38
3309,15,2490,296,4353,203
14605,16,3350,78,14375,275
4629,16,9202,201,7383,37
14231,19,8338,317,6129,211
9390,33,4095,373,13321,199
20499,12,6142,148,8650,388
4740,38,7350,436,11713,459
7265,39,5495,430,5213,23
21821,24,7604,326,7408,124
4849,42,8086,97,5496,416
15077,44,2993,192,13473,463
8758,11,9252,63,5053,391
13549,45,8306,226,14959,291
11687,37,9807,346,7109,286
24691,38,1077,190,12955,262
6476,16,8577,98,10637,120
14904,22,7963,454,12761,92
3721,46,1065,72,6911,119
23068,34,1602,289,9066,356
10110,13,2594,416,14616,72
18202,41,2832,121,4405,485
20972,12,8541,444,7127,223
9544,20,5954,407,10415,448
5403,19,6268,180,6090,274
11918,13,8653,496,4927,23
13050,41,6958,430,8695,242
19610,26,1707,446,14692,91
22035,27,5389,168,14158,332
10726,34,9688,303,9653,351
10411,30,6508,116,14711,177
25070,46,3099,217,13219,138
6852,34,6472,264,12259,30
12011,12,7761,471,14489,187
28392,28,7369,83,4142,36
2013,15,8345,332,10755,263
14694,48,6164,421,6363,372
8131,13,5787,213,14299,207
13690,43,2440,180,5976,415
5472,40,3462,236,6715,359
5124,43,2150,234,4704,95
25390,24,7774,243,11736,45
10163,16,8179,409,11743,334
18425,16,8077,311,5120,180
11803,43,2402,202,13234,476
26674,32,5669,272,10488,240
2133,22,8888,459,8515,9
28471,12,2787,154,9390,73
3525,22,1044,416,8443,54
13513,19,5618,77,7101,244
23504,16,7806,387,12527,217
14558,27,2673,279,9056,333
22773,11,9523,150,9688,298
23592,35,3781,397,13602,126
2669,21,9793,199,13764,480
19583,24,3030,330,7211,206
19981,43,2618,437,12756,306
7703,45,4160,330,11660,488
23762,37,6426,138,6955,292
16827,33,4116,77,11880,429
27029,20,8266,452,7601,240
15789,40,6358,325,10047,77
26686,30,7414,417,12685,311
13374,36,8587,459,4388,497
13438,10,6179,493,13155,290
26274,33,4240,266,6854,439
8980,38,1498,294,7836,15
27025,38,6977,107,13026,84
7243,11,6834,377,13314,236
14704,44,9205,79,9051,317
9273,47,3634,150,13651,142
6634,28,1842,82,14410,352
6017,19,5887,242,4370,44
6505,10,3450,413,9153,332
19985,27,5573,496,6961,470
15053,24,9070,315,12746,66
19532,45,1701,284,13891,287
25434,14,9347,259,5981,74
13210,20,6831,307,11854,169
5586,42,1729,397,6018,382
13674,28,4938,417,8895,249
22418,14,2725,433,4487,288
3805,26,2680,85,11321,190
24501,20,4607,112,14090,139
23247,42,7661,211,14295,160
5821,28,2988,315,14322,419
18403,37,8739,332,8787,165
29985,26,6073,140,6235,321
10475,24,7415,83,12938,53
7382,49,5377,139,5759,343
6573,36,3509,334,6737,371
8795,30,9689,72,14116,410
27601,33,1247,148,14015,388
25592,45,8632,344,9072,31
24130,49,4670,161,11584,58
27307,34,4698,349,13738,362
6635,45,3664,357,8402,78
8213,48,8319,239,5962,414
13036,10,3838,228,10946,63
4353,34,5764,168,5507,241
9115,23,1746,389,4473,47
29738,29,4439,296,7572,192
11356,25,5007,166,11696,141
4996,30,1230,312,5999,327
27933,10,7439,120,11457,392
2214,49,9726,137,14879,31
16588,44,7043,430,14654,260
29118,31,4055,270,4420,214
20288,34,6422,114,7248,6
29320,39,3077,203,8246,170
11990,49,1899,218,7776,93
22013,17,5955,195,8188,250
13674,11,3320,224,14314,251
7533,19,7260,318,13609,309
9289,36,9949,372,9562,166
13640,41,2504,238,10191,346
10985,27,2797,55,14104,352
8568,48,1932,493,11375,182
12371,44,6077,181,9311,140
26625,19,4653,496,13237,57
16902,22,7323,321,4054,295
4381,46,9862,187,14539,70
18970,26,5272,208,14213,421
29692,22,1487,187,11003,386
18052,25,5935,274,13755,472
26556,33,5197,498,11440,214
2625,48,3515,335,4032,440
26016,17,2396,205,13225,353
21057,13,2505,450,4688,487
29393,44,1825,291,14195,438
28844,36,6791,126,10787,477
16462,10,3059,123,9694,356
9409,15,5429,357,8637,176
20690,35,2567,373,10532,49
18243,42,7015,180,11900,159
21365,26,3644,210,11708,344
23415,18,4042,385,7598,369
14508,48,6288,349,6072,439
14386,10,3734,182,13935,348
2319,23,9505,236,5560,296
9833,31,1444,237,13611,489
6226,15,1000,374,5404,463
25917,46,4607,312,5705,472
3841,12,2262,447,9410,366
15019,49,6618,294,10280,327
8982,45,4715,410,11102,103
25963,33,8140,318,13584,300
16345,41,3431,238,4368,260
21157,47,8510,268,5880,13
25938,32,7382,231,8362,29
4169,20,7968,273,12979,70
11806,31,8043,170,7920,122
6940,32,4078,484,6980,456
3205,35,4592,195,7156,431
24858,30,8812,186,9605,454
15929,15,7446,238,8314,42
11827,22,8301,317,14651,101
14488,43,7907,59,4622,234
29124,16,8854,485,9348,351
20572,12,9779,129,7375,138
6012,15,6835,53,14886,439
7401,33,8521,466,14086,309
8750,48,3117,462,13111,165
13146,44,1124,265,9667,312
5823,16,8356,191,11839,309
14590,27,3638,317,8999,351
2924,11,3322,347,6439,184
24772,11,4604,448,12203,132
22523,34,9558,131,8657,63
10774,47,3927,387,13290,421
7771,29,8117,404,11542,67
27377,33,7249,50,4084,246
6251,26,5604,117,13461,393
17696,13,8150,142,12831,455
25554,23,9992,482,9615,126
21518,11,2359,331,9629,31
25752,47,5292,370,6306,449
17158,19,3954,434,5616,399
26219,36,8311,456,7763,370
2005,14,7422,418,11409,304
27044,19,7324,361,14359,274
28963,28,3779,495,13169,184
22791,26,6077,444,4082,302
14914,39,6705,158,12862,402
24925,47,3603,270,10531,344
4543,25,9371,355,4623,114
11115,32,1788,429,9578,327
18429,27,2154,345,4774,86
12540,31,5931,409,11375,7
24608,36,5139,201,9930,303
21212,40,4137,378,12686,429
19456,14,4506,147,13053,258
15033,43,4866,381,11867,184
17057,15,8156,68,4619,38
24271,40,6836,224,9100,444
26004,31,3422,414,10762,127
24442,41,9300,336,7668,452
9937,15,9682,305,8866,36
29164,13,1053,179,13929,35
3000,15,7156,311,11769,121
24063,34,1736,346,12178,147
11687,27,1968,425,13768,70
16593,17,4196,137,13824,16
5661,25,1154,437,8919,234
27690,16,5520,309,6600,431
16420,24,9227,315,10379,272
28944,13,2967,86,9177,442
13902,47,1619,340,4507,113
4115,14,2424,286,5114,467
2237,47,1699,250,9757,319
23894,32,3766,112,12072,71
17631,34,9692,420,13644,282
3803,32,9750,96,7315,391
5756,29,5929,158,11429,449
16554,41,3146,168,12150,380
18641,39,5615,368,13004,445
29696,20,1299,173,4360,175
25056,10,1252,250,10303,357
22062,39,7125,106,9966,379
13679,37,8505,148,4110,361
6599,15,8910,254,5172,258
16259,38,1062,129,14781,235
19296,49,9612,273,14449,380
28941,46,8223,52,13554,45
27725,24,8301,405,12055,58
11258,29,3330,195,12835,80
27351,35,7660,83,4180,433
13105,35,3733,127,12982,411
11374,22,8993,212,6921,287
9338,24,3357,172,12978,392
11988,23,8219,287,11802,95
4724,17,4294,229,11943,65
11100,42,7057,71,7170,482
16408,18,1354,303,4962,433
21080,16,8119,416,13298,171
15043,11,6020,212,4192,219
29094,32,3751,322,9587,284
2917,43,1480,164,11754,290
29842,45,4846,228,9567,243
4700,16,7835,66,4297,442
2449,32,6570,462,7431,135
4301,36,9266,129,6155,176
20721,25,1541,301,14154,457
25810,48,9866,242,6029,60
7892,46,8866,230,6775,270
25030,29,8672,382,12776,106
22465,46,9221,407,4401,18
23373,46,6037,335,8414,384
17871,12,6789,205,7301,434
23493,27,9843,405,8720,322
15943,47,4503,479,5289,168
11239,33,4540,91,14667,436
24427,28,9545,90,9161,466
11411,16,1667,192,14987,452
6077,43,3072,120,14586,261
14301,14,8573,157,7923,226
18566,48,1018,122,14776,248
18307,40,8697,455,10108,40
9830,30,9121,291,10126,88
17082,27,1309,370,5702,402
19438,16,1712,132,10072,350
6974,11,1412,194,10936,114
10420,20,3199,297,7514,109
21065,18,5417,225,6749,70
16392,25,1612,135,5120,33
20372,17,3146,62,7341,324
8878,46,5784,68,13211,446
28892,11,2515,444,4099,48
19541,17,7290,128,11965,302
25271,42,3747,64,10535,424
6391,20,9512,270,8061,58
16204,44,7980,251,13405,239
23550,41,4439,177,14875,40
23634,12,6872,382,13551,55
11499,21,7527,93,12930,69
4677,23,9138,414,14508,325
12866,48,2637,76,9038,469
27438,21,8541,299,4057,437
21111,43,2402,391,8542,435
12305,33,8926,281,4733,279
21047,46,4070,305,14611,195
17545,17,7192,63,11048,447
11506,34,6747,137,7283,103
19669,23,7890,333,7296,168
19032,12,9382,168,5314,407
4189,15,6138,364,11683,471
17557,47,2899,309,7726,256
6337,29,5952,378,8760,83
3937,35,7628,441,6079,111
22835,30,9194,88,12362,498
6551,43,2405,362,10410,123
13472,21,7234,420,8643,466
5966,14,3315,377,9673,424
24576,19,6579,194,13659,262
9389,10,7409,467,7731,126
28333,32,3597,326,13657,193
5489,44,4566,499,10238,193
24406,39,3816,427,7996,179
24466,14,3867,409,5498,478
27699,18,2335,192,13436,455
28287,49,7065,196,14801,189
22001,39,8395,180,5577,443
29071,21,8031,283,12954,8
28181,34,3881,220,11807,236
6088,38,8216,450,4271,14
10562,15,9995,76,11855,86
5210,28,9513,328,11444,136
18385,35,2985,160,14200,283
13497,20,9011,108,6727,176
9562,39,6800,160,10150,158
25273,40,7563,436,11265,30
21406,18,1786,328,13469,196
3955,11,6022,322,5746,179
13359,31,4658,138,13342,120
12182,20,3738,126,5589,289
5619,39,8958,336,12136,439
21148,14,9145,199,7764,359
5233,13,6882,156,7024,477
6729,43,7024,144,12116,362
22542,28,4051,378,12865,341
13750,31,5310,444,10473,431
24113,42,4358,305,10616,60
27206,46,5514,295,14996,332
